Qa1DFdJqCnmakD2NcTsmFXwCBbsizUAgQK,10016.4483
Qa8S74ek8DfRcSd8uXPPMbNM3DxAVvCME7,4972.895739
QabXNvqT87Sun3k1TrcWoPfrEWabdmd4wY,369.03956
QaeekfNaW2simAFGguRt52bUUwDpPB7NHL,15012.03088
QaFSrwohqcj2wK7CcuXhpUW9Kq8KXQq3Hv,5884.236432
QagfSBghpEyeGvyaNSFviKVGVjG4gujXG1,5683.77242
QaKDztdoGv7AeJqagcPZ5Srsdupb315rkT,17044.95332
QamFqanFtKu3CVP1QKnmuH4UnN9HGddnqk,4008.146213
QaquH86sg4mkDQN8tzaWpicXdUXgh1TFQa,2500.7013
QaReVmna4p3gR2F1kGoaMi9EcMgzeDxLJB,519434.4698
Qasxpk1WsCzfFXmZBsiGjvD6y6ZSWMYfEs,7382.152255
QavbRveQ7eDxCjpdk5VFd32GKyDYXA9rfB,55161.34416
QaXo4DV11ybqxxLNctaLwch8g1QkkWibv4,584.8826528
QaxXkCEofxg3ZzbQcYvrzZ3T7nPFi47yUZ,31079.54065
QaYfnJzjLiU4ZiqEGWv8fAxk1BxBXcrPSf,1008.009009
Qb7JhEm3do9mAGqdr4xP3BgZ1RFWorRXpA,3286.633131
Qb8Wb1FLRxEGmrre77r8CHzeTZP2Ge1xMH,10028.05455
QbaLWZZGvYLceqN2wNauYRu71CJa8EzeKy,6195.582564
QbAVXDxbSVfzMNZ7PBSE2PJRneoxgYZep3,570.5578944
QbtxnHPUjcYKwkrfezz3Nrh1eWopR9ntZy,0
Qbuts8ktf6cMbNrevAyheUU8gGYruSNodN,1250.35
QbvfB1ADvByHgZ6eATa7A18AzN1DPBoyzW,3008.109575
QbvUb8K7dS7gqt5GV3pUqxKWD5VfXqMEiH,31076.38401
QbVUh5yBK538DZBMLCW7DBpRXJCAYMJsfG,8667.473076
QbwLqWjrxUnJKGkaqpD1z6oTqwYPxWBoa7,3751.452382
QbWuuPHV1dvuSCay8Kwu4FLsXR2BeKiTHt,44626.38303
QbXEEit88dLW9AtRH4SiCx9zrgTvBUNcVR,0
QbxiVdVSG9FGPpnwNMdrNM6AHqG4jnL3Y5,27641.34183
QbzazQUy5bbWWnLugiAC9rBp5H5voQMHkV,2008.04529
Qc2q8Hkp9TTw4ULyBejmAM9zDdzB7ZPUFe,2195.970303
Qc5fcdKA5JoiZfbTzgYpZCUchEvnmUExDF,4327.717351
Qc9LLN5iyFMxdf3sAgULn18gf3YsjxHwig,104.1101286
QcE4oveNDLHD8PNUfmpAqLgpHKyniLyiwV,9188.258424
QcHZj2Y65wJsara4HF64ubq2aj22BnjJNH,10742.80769
QcKYQ3Zis1SZzvMSSwkbV36XGG8EZp3WRA,1013.916139
QcTBUCAbHPqVL7M72QqDQV6Vb6pe64S9cx,1026598.666
QcwZURDYM3QCoK356kTL2VfeNsTKjM3pri,0
Qcx72g4CpTPe9Mb2DDAsAH6Xpj7Gk5EFXv,62062.43664
Qcyjytwh77i13eczrA5ER5zjxS7rSHpGCD,8057.01044
QcZmhhLZnMi5EKjva4arnS3RJR2rubN6nt,5043.672271
Qd5qr9H9nE62G5baMBxaceadxtewg3xkNA,8384.882637
Qd6ocC4obv5oQtSkw8muHeH8JJckEpg4Y3,14544.59152
Qdb1Y7Z8k4oyRqSrhTsH2icHVMrsRHuFFQ,2012.041069
QdB3m4VdxNc2R7iLnWMqQ6sTK1qAi7cWFr,6251.752336
QdB6krR2kgssX7xnx8E9JPrRktfSBRBrEa,53313.32747
QdCufp15oAKAx7j1LeWyievPpB1EhZN9ZD,1003.037803
QdDHeYd98CxYLJJoFbGy3q88u5Dnb9eyzp,548.8942765
QddwEnjCeG1sJcSDxBM3GNMst6MhLRdEbM,53561.84979
QdEp1ieBShMoYRn6wQ5fTjAwNYsukTR2Ys,0
QdF1JDTkrBQPEL92gqpARcjoeTiWK9YA5W,21114.22583
QdNpdrB38bjcM3hATBGpvH7UVmkS9gzcC4,0
QdrDRqeUqthqvSrJDh2dto1XyMcaFwrSa2,2500.701182
QdRV4mpncsBqhiJjNokjthMpZMUYMxWQdS,97421.29698
Qdsbv5coEEj7tDAFNdMuYJA2m9FD68QnXr,2500.7
QdT3CVnGkhPW7Fq4sCK9J3sCiqdRhunmA6,3754.674647
Qdxh6nfY9hZUYjS4dn13125dUXhk49a4JE,9712.023743
QdxKyQ4Znw7Y7xmNsuTECYpToJU4cEjPT6,10117.70696
Qe6BDzV7jMFj7VQu1eTfwsXmQbvMmKWiLr,6494.476839
QeCfEoU8ur6pdo9FXMvFCXoSff1egoaB2c,0.80780959
QecYopMK5HepcaDwyn4D9fJvvo14YMCHJp,2008.051974
Qeg57DcQ3Pi9jFawegkQJYnidQqjWPkAXx,1008.427564
QeGHMfke6yiXSR5qTDngYy3viEi9aYcevY,5001.403421
QegL1wxBwVQHDJK2EQr4iasLHwHmtiL4Tc,57822.88703
QeJqodXcMqkbi2QpVhiviLS4oaCDhxBmyb,4364.882538
QeK41P1cC4KuRyzrLQVhF5tm5xXsdYW7uS,0
QeqKCsRjyQNQg8sTN7MN23y6uZbkWVq7wy,6908.518073
QeQpfFnKobaRXcq9UHhUzN59X2HA2B2WZ7,4008.755059
QeqqrLJqi96gTgu7sdDExgVhKjrvAzBCZ5,83733.71386
QeRqvU67qReibyQKeoFhuLwU98rtw96sZD,364.0320684
Qesmy6UgJKL64mJjjAjVKHaKA9BQeG9fA5,18248.18844
QeTikofU95boSG3TE6KBnCqrLLJKvwwVWu,2105.982047
Qez9BhjnFmge5YrGztB1KXyKZ3Z6xU2R9J,2114.254257
QezqbAorYb69Q4z2JJxJjxbJHFuBS4krQm,30084.11688
QfBAPNKrABgBQakd57Nd6vpp5cPPEFQsCz,0
QfCfXGiSPactAVu89wpdZfj9ahTy814e3i,2008.062205
QfCzcT1oSiNuotTXnRPvsgjynTjcJ47Wsj,0.1369464
Qfd3NSSSJUAQavLVmuBvtrxmQjwRPfDxfB,131346.2372
QfEzEJDJiNYM9YpWa2g9oBNEJn7S2NHED8,0
QfFdoyTy7kD4WzeL9c71LxjcGhtN2DGpi7,11288.21986
QfFE2wjWdqPDX4TQESSdEyb5y9DqL5wYHA,97656.19331
QfFV4uF5UXEvyrjqpjirEGRPQUJdq9cDAc,3.60467266
QfiW9XiqSaSi4ytnqNwwAdBiCFzfcGPB5a,0
QfJx65jf9qSUcb6CQEWcf2f856fU3hNrpM,2806.0604
QfkMZsTupRALvDZUayFFKexeyeXzVRsfvG,42076.82079
QfNn8SeRmcXCKgxXaemPAM9hndYszkaU3r,8999.156581
QfodVyMeJDUJdg7D13D5A9WCZ9zUNom4YU,9818.657513
QfPYFwDLPftxhCNZsmJsmqtXWuoT1RQnHT,5001.4
QfrzLHwPkqzdDoVyididSNwxX8jsuWXRzC,2450.82772
QfXiD62J44D1pTFq3iMNFHA4XLaAueJgLR,2444.147618
QgbiZNdQhdjh2pY8uhe2za7H4h3wfN9Lzb,309.1392171
QgixU91CGj31u2Kn7e6P4SxPmycwQAuPoY,5483.673764
QgJ3iUq7Cw7ZiSaquf9vinTh8yTBVWy1yx,1004.029539
QgjpvmnUgFNgpHC99gEgFFRq8hwgiBe2nz,1250.35
QgJrBsTJeUusCbtB1eY8uxj2sWAcfXqb2n,35105.96586
QgPEkpNMHRzFsZxvzJt4Q8rxSxqWePwkrV,2012.054107
QgSBDuvX7E6kv2aXp5BBC2B7kAHHQRwL2f,133243.7307
Qgu7sPiokGuZcpSa2a6SKruBQvq3yGqbdz,5520.378129
QguoEwrNZQMHFjKrbdA1XYLAzP7ShauE4P,60071.30887
Qgv7onvuujSjd12186oxfkSx6LByYu5ZGc,184800.0248
Qgvam1oSdqfTe1raA4jagBTUGLR9FiVYMs,53010.91553
QgVZbsbrTVauN7CLtnxeB9aV11W6yacsuw,20915.48074
QgYS3bJXv62X6hetRu1w1UdfR2HrL16ycX,1250.351062
QgzZJud14f8rtUPQjN336T4aXR7FnkNGuq,10153.00018
Qh3pm1sysS9BZxnDX4MpwmvP3vAhDo7kpe,4012.077151
Qh5frG52PEfRvEiUHjPAh347pPrdoDaCeR,16359.49208
Qh5kaAX6Puf768EN8cWLXuLTRkKoPmvgPx,0
QhJeHmEF1WuYzHLoAfDXY1nNTPdiLCsyqc,3012.324874
Qhjr71dms1zUSiZUi4eAuVgM9AQ6n1zBZM,1250.35
Qhkwy6nT4He9esoPk5fBpxYUuPMsiWBhi7,368.0292036
QhMHA8bxwgB8rHAJGZYbZfD3NdQ4K1ajY1,1108.035565
QhNv5byGhroJCpMtUixg6a32yNURrUAmUP,207.950666
QhpHaNBdrJQWvtKL6hAsDhKMYkZzQc1erS,7639.935739
QhsF7RuHLzJcf1A5drcb97WyPS9P1aFJc4,754.4615431
QhtDfzJ2XCywp9B51y8xGzo2CMz5TTiugU,1250.35
QhyVMuJa4eisMtQiTjXbh7HapNbhfJiAc7,2504.309717
